bluePantone #0018A8
bluePigment #333399
blueSapphire #126180
blueViolet #8A2BE2
blueYonder #5072A7
blush #DE5D83
bole #79443B
bone #E3DAC9
boogerBuster #DDE26A
bottleGreen #006A4E
brickRed #CB4154
brightGreen #66FF00
brightLilac #D891EF
brightMaroon #C32148
brightNavyBlue #1974D2
brightPink #FF007F
brightTurquoise #08E8DE
brightYellowCrayola #FFAA1D
brilliantRose #F653A6
brinkPink #FB607F
britishRacingGreen #004225
bronze #CD7F32
brown #964B00
brownSugar #AF6E4D
brownWeb #A52A2A
brunswickGreen #1B4D3E
budGreen #7BB661
buff #F0DC82
burgundy #800020
burlywood #DEB887
burnishedBrown #A17A74
burntOrange #CC5500
burntSienna #E97451
burntUmber #8A3324
byzantine #BD33A4
byzantium #702963
cadet #536872
cadetBlue #5F9EA0
cadetGrey #91A3B0
cadmiumGreen #006B3C
cadmiumOrange #ED872D
cadmiumRed #E30022
cadmiumYellow #FFF600
caféAuLait #A67B5B
caféNoir #4B3621
cambridgeBlue #A3C1AD
camel #C19A6B
cameoPink #EFBBCC
canaryYellow #FFFF99
candyAppleRed #FF0800
candyPink #E4717A
caputMortuum #592720
cardinal #C41E3A
caribbeanGreen #00CC99
carmine #960018
carnationPink #FFA6C9
carnelian #B31B1B
carolinaBlue #56A0D3
carrotOrange #ED9121
castletonGreen #00563F
catawba #703642
cedarChest #CA3435
celadon #ACE1AF
celadonGreen #2F847C
celeste #B2FFFF
cerise #DE3163
cerulean #007BA7
ceruleanBlue #2A52BE
ceruleanCrayola #1DACD6
ceruleanFrost #6D9BC3
champagne #F7E7CE
champagnePink #F1DDCF
charcoal #36454F
CharlestonGreen #232B2B
charmPink #E68FAC
chartreuseTraditional #DFFF00
chartreuseWeb #7FFF00
cherryBlossomPink #FFB7C5
chestnut #954535
chiliRed #E23D28
chinaPink #DE6FA1
chinaRose #A8516E
chineseRed #AA381E
chineseViolet #856088
chocolateCosmos #E23D28
chocolateTraditional #7B3F00
chocolateWeb #D2691E
cinereous #98817B
cinnamonSatin #CD607E
citrine #E4D00A
citron #9FA91F
claret #7F1734
cobaltBlue #0047AB
cocoaBrown #D2691E
coconut #965A3E
coffee #6F4E37
columbiaBlue #C4D8E2
congoPink #F88379
coolGrey #8C92AC
copper #B87333
copperPenny #AD6F69
copperRed #CB6D51
copperRose #996666
coquelicot #FF3800
coral #FF7F50
coralPink #F88379
cordovan #893F45
cornellRed #B31B1B
cornflowerBlueCrayola #93CCEA
cornflowerBlueWeb #6495ED
cornsilk #FFF8DC
cosmicCobalt #2E2D88
cosmicLatte #FFF8E7
cottonCandy #FFBCD9
coyoteBrown #81613C
cream #FFFDD0
crimson #DC143C
crimsonUA #AF002A
cultured #F5F5F5
cyan #00FFFF
cyberGrape #58427C
cyberYellow #FFD300
cyclamen #F56FA1
darkBlue #00008B
darkBlueGray #666699
darkBrown #654321
darkByzantium #5D3954
darkCyan #008B8B
darkElectricBlue #536878
darkGoldenrod #B8860B
darkGrayX11 #A9A9A9
darkGreen #013220
darkGreenX11 #006400
darkJungleGreen #1A2421
darkKhaki #BDB76B
darkLava #483C32
darkLiver #534B4F
darkMagenta #8B008B
darkMidnightBlue #003366
darkMossGreen #4A5D23
darkOliveGreen #556B2F
darkOrange #FF8C00
darkOrchid #9932CC
darkPastelGreen #03C03C
darkPurple #301934
darkRaspberry #872657
darkRed #8B0000
darkSalmon #E9967A
darkSeaGreen #8FBC8F
darkSienna #3C1414
darkSkyBlue #8CBED6
darkSlateBlue #483D8B
darkSlateGray #2F4F4F
darkSpringGreen #177245
darkTan #918151
darkTurquoise #00CED1
darkVanilla #D1BEA8
darkViolet #9400D3
dartmouthGreen #00703C
davysGrey #555555
deepCerise #DA3287
deepChampagne #FAD6A5
deepChestnut #B94E48
deepFuchsia #C154C1
deepJungleGreen #004B49
deepLemon #F5C71A
deepMauve #D473D4
deepPink #FF1493
deepSkyBlue #00BFFF
deepSpaceSparkle #4A646C
deepTaupe #7E5E60
denim #1560BD
denimBlue #2243B6
desert #C19A6B
desertSand #EDC9AF
dimGray #696969
dingyDungeon #C53151
dirt #9B7653
dodgerBlue #1E90FF
dogwoodRose #D71868
dukeBlue #00009C
dutchWhite #EFDFBB
earthYellow #E1A95F
ebony #555D50
ecru #C2B280
eerieBlack #1B1B1B
eggplant #614051
eggshell #F0EAD6
egyptianBlue #1034A6
eigengrau #16161D
electricBlue #7DF9FF
electricIndigo #6F00FF
electricLime #CCFF00
electricPurple #BF00FF
electricViolet #8F00FF
emerald #50C878
eminence #6C3082
englishLavender #B48395
englishRed #AB4B52
englishVermillion #CC474B
englishViolet #563C5C
etonBlue #96C8A2
eucalyptus #44D7A8
fallow #C19A6B
faluRed #801818
fandango #B53389
fandangoPink #DE5285
fashionFuchsia #F400A1
fawn #E5AA70
feldgrau #4D5D53
fernGreen #4F7942
fieldDrab #6C541E
fieryRose #FF5470
firebrick #B22222
fireEngineRed #CE2029
fireOpal #E95C4B
flame #E25822
flax #EEDC82
flirt #A2006D
floralWhite #FFFAF0
fluorescentBlue #15F4EE
forestGreenCrayola #5FA777
forestGreenTraditional #014421
forestGreenWeb #228B22
frenchBeige #A67B5B
frenchBistre #856D4D
frenchBlue #0072BB
frenchFuchsia #FD3F92
frenchLilac #86608E
frenchLime #9EFD38
frenchMauve #D473D4
frenchPink #FD6C9E
frenchRaspberry #C72C48
frenchRose #F64A8A
frenchSkyBlue #77B5FE
frenchViolet #8806CE
Frostbite #E936A7
fuchsia #FF00FF
fuchsiaCrayola #C154C1
fuchsiaPurple #CC397B
fuchsiaRose #C74375
fulvous #E48400
fuzzyWuzzy #87421F
gainsboro #DCDCDC
gamboge #E49B0F
garnet #733635
genericViridian #007F66
ghostWhite #F8F8FF
glaucous #6082B6
glossyGrape #AB92B3
gOGreen #00AB66
gold #A57C00
goldCrayola #E6BE8A
goldenBrown #996515
goldenPoppy #FCC200
goldenrod #DAA520
goldenYellow #FFDF00
goldFusion #85754E
goldMetallic #D4AF37
goldWebGolden #FFD700
graniteGray #676767
grannySmithApple #A8E4A0
grayWeb #808080
grayX11 #BEBEBE
green #00FF00
greenBlue #1164B4
greenBlueCrayola #2887C8
greenCrayola #1CAC78
greenCyan #009966
greenHTMLCSSColor #008000
greenLizard #A7F432
greenMunsell #00A877
greenNCS #009F6B
greenPantone #00AD43
greenPigment #00A550
greenRYB #66B032
greenSheen #6EAEA1
greenYellow #ADFF2F
greenYellowCrayola #F0E891
grullo #A99A86
gunmetal #2a3439
hanBlue #446CCF
hanPurple #5218FA
hansaYellow #E9D66B
harlequin #3FFF00
harvestGold #DA9100
heatWave #FF7A00
heliotrope #DF73FF
heliotropeGray #AA98A9
hollywoodCerise #F400A1
honeydew #F0FFF0
honoluluBlue #006DB0
hookersGreen #49796B
hotMagenta #FF1DCE
hotPink #FF69B4
hunterGreen #355E3B
iceberg #71A6D2
icterine #FCF75E
illuminatingEmerald #319177
imperialRed #ED2939
inchworm #B2EC5D
independence #4C516D
indiaGreen #138808
indianRed #CD5C5C
indianYellow #E3A857
indigo #4B0082
indigoDye #00416A
internationalOrangeAerospace #FF4F00
internationalOrangeEngineering #BA160C
internationalOrangeGoldenGateBridge #C0362C
iris #5A4FCF
irresistible #B3446C
isabelline #F4F0EC
italianSkyBlue #B2FFFF
ivory #FFFFF0
jade #00A86B
japaneseCarmine #9D2933
japaneseViolet #5B3256
jasmine #F8DE7E
jazzberryJam #A50B5E
jet #343434
jonquil #F4CA16
juneBud #BDDA57
jungleGreen #29AB87
kellyGreen #4CBB17
keppel #3AB09E
keyLime #E8F48C
khakiWebKhaki #C3B091
khakiX11LightKhaki #F0E68C
kobe #882D17
kobi #E79FC4
kobicha #6B4423
kombuGreen #354230
kSUPurple #512888
languidLavender #D6CADD
lanzones #E0BC5B
lapisLazuli #26619C
laSalleGreen #087830
laserLemon #FFFF66
laurelGreen #A9BA9D
lava #CF1020
lavenderBlue #CCCCFF
lavenderBlush #FFF0F5
lavenderFloral #B57EDC
lavenderGray #C4C3D0
lavenderIndigo #9457EB
lavenderMagenta #EE82EE
lavenderMist #E6E6FA
lavenderPink #FBAED2
lavenderPurple #967BB6
lavenderRose #FBA0E3
lavenderWeb #E6E6FA
lawnGreen #7CFC00
lemon #FFF700
lemonChiffon #FFFACD
lemonCurry #CCA01D
lemonGlacier #FDFF00
lemonIcedTea #BD3000
lemonLime #5CFF67
lemonLime #E3FF00
lemonMeringue #F6EABE
lemonYellow #FFF44F
lemonYellowCrayola #FFFF9F
lenurple #BA93D8
liberty #545AA7
licorice #1A1110
lightApricot #FDD5B1
lightBlue #ADD8E6
lightBrown #B5651D
lightCarminePink #E66771
lightChocolateCosmos #551F2F
lightCobaltBlue #88ACE0
lightCoral #F08080
lightCornflowerBlue #93CCEA
lightCrimson #F56991
lightCyan #E0FFFF
lightDeepPink #FF5CCD
lightFrenchBeige #C8AD7F
lightFuchsiaPink #F984EF
lightGold #B29700
lightGoldenrod #FFEC8B
lightGoldenrodYellow #FAFAD2
lightGray #D3D3D3
lightGrayishMagenta #CC99CC
lightGreen #90EE90
lightHotPink #FFB3DE
lightKhaki #F0E68C
lightMediumOrchid #D39BCB
lightMossGreen #ADDFAD
lightMustard #FF3333
lightOrange #FED8B1
lightOrchid #E6A8D7
lightPastelPurple #B19CD9
lightPeriwinkle #C5CBE1
lightPink #FFB6C1
lightRed #FF3333
lightRedOchre #E97451
lightSalmon #FFA07A
lightSalmonPink #FF9999
lightSeaGreen #20B2AA
lightSilver #D8D8D8
lightSkyBlue #87CEFA
lightSlateGray #778899
lightSteelBlue #B0C4DE
lightTaupe #B38B6D
lightThulianPink #E68FAC
lightTurquoise #AFE4DE
lightViolet #7A5299
lightYellow #FFFFE0
lilac #C8A2C8
lilacLuster #AE98AA
limeColorWheel #BFFF00
limeGreen #32CD32
limerick #9DC209
limeWebX11Green #00FF00
lincolnGreen #195905
linen #FAF0E6
lion #C19A6B
liseranPurple #DE6FA1
littleBoyBlue #6CA0DC
littleGirlPink #F8B9D4
liver #674C47
liverChestnut #987456
liverDogs #B86D29
liverOrgan #6C2E1F
livid #6699CC
lotion #FEFDFA
lotionBlue #15F2FD
lotionPink #ECCFCF
lumber #FFE4CD
lust #E62020
maastrichtBlue #001C3D
macaroniAndCheese #FFBD88
madderLake #CC3336
magenta #FF00FF
mahogany #C04000
maize #FBEC5D
maizeCrayola #F2C649
majorelleBlue #6050DC
malachite #0BDA51
manatee #979AAA
mandarin #F37A48
mango #FDBE02
mangoGreen #96FF00
mangoTango #FF8243
mantis #74C365
mardiGras #880085
marigold #EAA221
maroonCrayola #C32148
maroonHTMLCSS #800000
maroonX11 #B03060
mauve #E0B0FF
mauvelous #EF98AA
mauveTaupe #915F6D
maximumBlue #47ABCC
maximumBlueGreen #30BFBF
maximumBluePurple #ACACE6
maximumGreen #5E8C31
maximumGreenYellow #D9E650
maximumOrange #FF5B00
maximumPink #F6A5F2
maximumPurple #733380
maximumRed #D92121
maximumRedPurple #A63A79
maximumViolet #892F77
maximumYellow #FAFA37
maximumYellowRed #F2BA49
mayaBlue #73C2FB
mayGreen #4C9141
MeatBrown #E5B73B
mediumAquamarine #66DDAA
mediumBlue #0000CD
mediumCandyAppleRed #E2062C
mediumCarmine #AF4035
mediumChampagne #F3E5AB
mediumElectricBlue #035096
mediumGreen #037949
mediumJungleGreen #1C352D
mediumLavenderMagenta #DDA0DD
mediumOrange #FF7802
mediumOrchid #BA55D3
mediumPersianBlue #0067A5
mediumPink #FE6E9F
mediumPurple #9370DB
mediumRed #B10304
mediumRedViolet #BB3385
mediumRuby #AA4069
mediumSeaGreen #3CB371
mediumSkyBlue #80DAEB
mediumSlateBlue #7B68EE
mediumSpringBud #C9DC87
mediumSpringGreen #00FA9A
mediumTaupe #674C47
mediumTurquoise #48D1CC
mediumTuscanRed #79443B
mediumVermilion #D9603B
mediumViolet #65315F
mediumVioletRed #C71585
mediumYellow #FFE302
mellowApricot #F8B878
mellowYellow #F8DE7E
melon #FDBCB4
melonCrayola #FEBAAD
menthol #C1F9A2
metallicBlue #32527B
metallicBronze #A97142
metallicBrown #AC4313
metallicGold #D3AF37
metallicGreen #296E01
metallicOrange #DA680F
metallicPink #EDA6C4
metallicRed #A62C2B
metallicSeaweed #0A7E8C
metallicSilver #A8A9AD
metallicSunburst #9C7C38
metallicViolet #5B0A91
metallicYellow #FDCC0D
mexicanPink #E4007C
microsoftBlue #00A2ED
microsoftEdgeBlue #0078D7
microsoftGreen #7DB700
microsoftRed #F04E1F
microsoftYellow #FDB900
middleBlue #7ED4E6
middleBlueGreen #8DD9CC
middleBluePurple #8B72BE
middleGreen #4D8C57
middleGreenYellow #ACBF60
middleGrey #8B8680
middlePurple #D982B5
middleRed #E58E73
middleRedPurple #A55353
middleYellow #FFEB00
middleYellowRed #ECB176
midnight #702670
midnightBlue #00468C
midnightBlue #191970
midnightGreenEagleGreen #004953
mikadoYellow #FFC40C
milk #FDFFF5
milkChocolate #84563C
mimiPink #FFDAE9
mindaro #E3F988
ming #36747D
minionYellow #F5E050
mint #3EB489
mintCream #F5FFFA
mintGreen #98FF98
mistyMoss #BBB477
mistyRose #FFE4E1
moccasin #FAEBD7
mocha #BEA493
modeBeige #967117
moonstone #3AA8C1
moonstoneBlue #73A9C2
mordantRed19 #AE0C00
morningBlue #8DA399
mossGreen #8A9A5B
mountainMeadow #30BA8F
mountbattenPink #997A8D
mSUGreen #18453B
mud #70543E
mughalGreen #306030
mulberry #C54B8C
mulberryCrayola #C8509B
mummysTomb #828E84
mustard #FFDB58
mustardBrown #CD7A00
mustardGreen #6E6E30
mustardYellow #E1AD01
myrtleGreen #317873
mystic #D65282
mysticMaroon #AD4379
mysticRed #FF5500
nadeshikoPink #F6ADC6
napierGreen #2A8000
naplesYellow #FADA5E
navajoWhite #FFDEAD
navyBlue #000080
navyBlueCrayola #1974D2
navyPurple #9457EB
neonBlue #1B03A3
neonBrown #C3732A
neonCarrot #FFA343
neonCyan #00FEFC
neonDarkGreen #008443
neonFuchsia #FE4164
neonGold #CFAA01
neonGray #808080
neonGreen #139B42
neonGreen #39FF14
neonPink #FE347E
neonPurple #9457EB
neonRed #FF1818
neonScarlet #FF2603
neonSilver #CCCCCC
neonTangerine #F6890A
neonYellow #FFF700
newCar #214FC6
newYorkPink #D7837F
nickel #727472
nintendoRed #E4000F
nonPhotoBlue #A4DDED
nyanza #E9FFDB
oceanBlue #4F42B5
oceanBoatBlue #0077BE
oceanGreen #48BF91
ochre #CC7722
officeGreen #008000
ogreOdor #FD5240
oldBurgundy #43302E
oldGold #CFB53B
oldHeliotrope #563C5C
oldLace #FDF5E6
oldLavender #796878
oldMauve #673147
oldMossGreen #867E36
oldRose #C08081
oldSilver #848482
olive #808000
oliveDrab3 #6B8E23
oliveDrab7 #3C341F
oliveGreen #B5B35C
olivine #9AB973
onyx #353839
opal #A8C3BC
operaMauve #B784A7
orange #FF6600
orangeColorWheel #FF7F00
orangeCrayola #FF7538
orangeIcedTea #FF6700
orangePantone #FF5800
orangePeel #FF9F00
orangeRed #FF681F
orangeRedCrayola #FF5349
orangeRYB #FB9902
orangeSoda #E74E14
orangeSoda #FA5B3D
orangeWeb #FFA500
orangeYellow #F5BD1F
orangeYellowCrayola #F8D568
orchid #DA70D6
orchidCrayola #E29CD2
orchidPink #F2BDCD
oriolesOrange #FB4F14
otterBrown #654321
oUCrimsonRed #990000
outerSpace #414A4C
outerSpaceCrayola #2D383A
outrageousOrange #FF6E4A
oxblood #800020
oxfordBlue #002147
oxley #6D9A79
pacificBlue #1CA9C9
pakistanGreen #006600
palatinateBlue #273BE2
palatinatePurple #682860
paleAqua #BCD4E6
paleBlue #AFEEEE
paleBrown #987654
paleCarmine #AF4035
paleCerulean #9BC4E2
paleChestnut #DDADAF
paleCopper #DA8A67
paleCornflowerBlue #ABCDEF
paleCyan #87D3F8
paleGold #E6BE8A
paleGoldenrod #EEE8AA
paleGreen #98FB98
paleLavender #DCD0FF
paleMagenta #F984E5
paleMagentaPink #FF99CC
palePink #FADADD
palePlum #DDA0DD
paleRedViolet #DB7093
paleRobinEggBlue #96DED1
paleSilver #C9C0BB
paleSpringBud #ECEBBD
paleTaupe #BC987E
paleTurquoise #AFEEEE
paleViolet #CC99FF
paleVioletRed #DB7093
palmLeaf #6F9940
pansyPurple #78184A
paoloVeroneseGreen #009B7D
papayaWhip #FFEFD5
paradisePink #E63E62
parchment #F1E9D2
parisGreen #50C878
parrotPink #D998A0
pastelBlue #AEC6CF
pastelBrown #836953
pastelGray #CFCFC4
pastelGreen #77DD77
pastelMagenta #F49AC2
pastelOrange #FFB347
pastelPink #DEA5A4
pastelPurple #B39EB5
pastelRed #FF6961
pastelViolet #CB99C9
pastelYellow #FDFD96
patriarch #800080
paynesGrey #536878
peach #FFE5B4
peachCrayola #FFCBA4
peachOrange #FFCC99
peachPuff #FFDAB9
peachYellow #FADFAD
pear #D1E231
pearl #EAE0C8
pearlAqua #88D8C0
pearlyPurple #B768A2
peridot #E6E200
periwinkle #CCCCFF
periwinkleCrayola #C3CDE6
permanentGeraniumLake #E12C2C
persianBlue #1C39BB
persianGreen #00A693
persianIndigo #32127A
persianOrange #D99058
persianPink #F77FBE
persianPlum #701C1C
persianRed #CC3333
persianRose #FE28A2
persimmon #EC5800
peru #CD853F
pewterBlue #8BA8B7
philippineBlue #0038A7
philippineBronze #6E3A07
philippineBrown #5D1916
philippineGold #B17304
philippineGoldenYellow #FFDF00
philippineGray #8C8C8C
philippineGreen #008543
philippineIndigo #00416A
philippineOrange #FF7300
philippinePink #FA1A8E
philippineRed #CE1127
philippineSilver #B3B3B3
philippineSkyBlue #0066FF
philippineViolet #81007F
philippineYellow #FECB00
phlox #DF00FF
phthaloBlue #000F89
phthaloGreen #123524
pictonBlue #45B1E8
pictorialCarmine #C30B4E
piggyPink #FDDDE6
pineapple #563C0D
pineGreen #01796F
pineTree #2A2F23
pink #FFC0CB
pinkDiamondAceHardwareColor #F6D6DE
pinkDiamondIndependentRetailersColors #F0D3DC
pinkFlamingo #FC74FD
pinkLace #FFDDF4
pinkLavender #D8B2D1
pinkOrange #FF9966
pinkPantone #D74894
pinkPearl #E7ACCF
pinkRaspberry #980036
pinkSherbet #F78FA7
pistachio #93C572
pixiePowder #391285
platinum #E5E4E2
plum #8E4585
plumpPurple #5946B2
plumWeb #DDA0DD
policeBlue #374F6B
polishedPine #5DA493
pompAndPower #86608E
popstar #BE4F62
portlandOrange #FF5A36
powderBlue #B0E0E6
prillyBlue #329CC3
prillyPink #FF40A0
prillyRed #FF0040
princessPerfume #FF85CF
princetonOrange #F58025
prune #701C1C
prussianBlue #003153
psychedelicPurple #DF00FF
puce #CC8899
puceRed #722F37
pullmanBrownUPSBrown #644117
pullmanGreen #3B331C
pumpkin #FF7518
purpleHeart #69359C
purpleHTML #800080
purpleMountainMajesty #9678B6
purpleMunsell #9F00C5
purpleNavy #4E5180
purplePizzazz #FE4EDA
purplePlum #9C51B6
purpleTaupe #50404D
purpleX11 #A020F0
purpureus #9A4EAE
quartz #51484F
queenBlue #436B95
queenPink #E8CCD7
quickSilver #A6A6A6
quinacridoneMagenta #8E3A59
quincy #6A5445
rackley #5D8AA8
radicalRed #FF355E
raisinBlack #242124
rajah #FBAB60
raspberry #E30B5D
raspberryGlace #915F6D
raspberryPink #E25098
raspberryRose #B3446C
rawSienna #D68A59
rawUmber #826644
razzleDazzleRose #FF33CC
razzmatazz #E3256B
razzmicBerry #8D4E85
rebeccaPurple #663399
red #FF0000
redBrown #A52A2A
redCola #DF0118
redCrayola #EE204D
redDevil #860111
redMunsell #F2003C
redNCS #C40233
redOrange #FF5349
redOrangeColorWheel #FF4500
redOrangeCrayola #FF681F
redPantone #ED2939
redPigment #ED1C24
redPurple #E40078
redRum #973A4A
redRYB #FE2712
redSalsa #FD3A4A
redStrawberry #EC0304
redViolet #C71585
redVioletColorWheel #922B3E
redVioletCrayola #C0448F
redwood #A45A52
registrationBlack #000000
resolutionBlue #002387
rhythm #777696
richBrilliantLavender #F1A7FE
richCarmine #D70040
richElectricBlue #0892D0
richLavender #A76BCF
richLilac #B666D2
richMaroon #B03060
rifleGreen #444C38
ripeMango #FFC324
roastCoffee #704241
robinEggBlue #00CCCC
rocketMetallic #8A7F80
romanSilver #838996
rootBeer #290E05
rose #FF007F
roseBonbon #F9429E
roseDust #9E5E6F
roseEbony #674846
roseGarnet #960145
roseGold #B76E79
roseMadder #E32636
rosePink #FF66CC
roseQuartz #AA98A9
roseQuartzPink #BD559C
roseRed #C21E56
roseRocketPink #ff3399
roseTaupe #905D5D
roseVale #AB4E52
rosewood #65000B
rosyBrown #BC8F8F
royalAzure #0038A8
royalBlue #002366
royalBlue #4169E1
royalBrown #523B35
royalFuchsia #CA2C92
royalGreen #136207
royalOrange #F99245
royalPink #E73895
royalPurple #7851A9
royalRed #9B1C31
royalRed #D00060
royalYellow #FADA5E
ruber #CE4676
rubineRed #D10056
ruby #E0115F
rubyRed #9B111E
rufous #A81C07
rum #9A4E40
russet #80461B
russianGreen #679267
russianViolet #32174D
rust #B7410E
rustyRed #DA2C43
sacramentoStateGreen #043927
saddleBrown #8B4513
safetyOrange #FF7800
safetyOrangeBlazeOrange #FF6700
safetyYellow #EED202
saffron #F4C430
sage #BCB88A
salem #177B4D
salmon #FA8072
salmonPink #FF91A4
salmonRose #E7968B
samsungBlue #12279E
sand #C2B280
sandDune #967117
sandstorm #ECD540
sandyBrown #F4A460
sandyTan #FDD9B5
sandyTaupe #967117
sapGreen #507D2A
sapphire #0F52BA
sapphireBlue #0067A5
sasquatchSocks #FF4681
satinSheenGold #CBA135
scarlet #FD0E35
scarlet #FF2400
schaussPink #FF91AF
schoolBusYellow #FFD800
screaminGreen #66FF66
seaBlue #006994
seaFoamGreen #9FE2BF
seaGreen #2E8B57
seaGreenCrayola #00FFCD
sealBrown #59260B
seaSerpent #4BC7CF
seashell #FFF5EE
selectiveYellow #FFBA00
sepia #704214
shadow #8A795D
shadowBlue #778BA5
shampoo #FFCFF1
shamrockGreen #009E60
shandy #FFE670
sheenGreen #8FD400
shimmeringBlush #D98695
shinyShamrock #5FA778
shockingPink #FC0FC0
shockingPinkCrayola #FF6FFF
sienna #882D17
silver #C0C0C0
silverChalice #ACACAC
silverCrayola #C9C0BB
silverFoil #AFB1AE
silverLakeBlue #5D89BA
silverMetallic #AAA9AD
silverPink #C4AEAD
silverSand #BFC1C2
sinopia #CB410B
sizzlingRed #FF3855
sizzlingSunrise #FFDB00
skobeloff #007474
skyBlue #87CEEB
skyBlueCrayola #76D7EA
skyMagenta #CF71AF
slateBlue #6A5ACD
slateGray #708090
slimyGreen #299617
smaltDarkPowderBlue #003399
smashedPumpkin #FF6D3A
smitten #C84186
smoke #738276
smokeyTopaz #832A0D
smokyBlack #100C08
snow #FFFAFA
soap #CEC8EF
solidPink #893843
sonicSilver #757575
spaceCadet #1D2951
spanishBistre #807532
spanishBlue #0070B8
spanishCarmine #D10047
spanishCrimson #E51A4C
spanishGray #989898
spanishGreen #009150
spanishOrange #E86100
spanishPink #F7BFBE
spanishPurple #66033C
spanishRed #E60026
spanishSkyBlue #00FFFF
spanishViolet #4C2882
spanishViridian #007F5C
spanishYellow #F6B511
spartanCrimson #9E1316
spicyMix #8B5f4D
spiroDiscoBall #0FC0FC
springBud #A7FC00
springFrost #87FF2A
springGreen #00FF7F
springGreenCrayola #ECEBBD
stPatricksBlue #23297A
starCommandBlue #007BB8
steelBlue #4682B4
steelPink #CC33CC
steelTeal #5F8A8B
stilDeGrainYellow #FADA5E
stopRed #CF142B
straw #E4D96F
strawberry #FC5A8D
strawberryIcedTea #FC5A8D
strawberryRed #C83F49
sugarPlum #914E75
sunburntCyclops #FF404C
sunglow #FFCC33
sunny #F2F27A
sunray #E3AB57
sunset #FAD6A5
sunsetOrange #FD5E53
superPink #CF6BA9
sweetBrown #A83731
tan #D2B48C
tanCrayola #D99A6C
tangelo #F94D00
tangerine #F28500
tangerineYellow #FFCC00
tangoPink #E4717A
tartOrange #FB4D46
taupe #483C32
taupeGray #8B8589
teaGreen #D0F0C0
teal #008080
tealBlue #367588
tealDeer #99E6B3
tealGreen #00827F
teaRose #F4C2C2
teaRose #F88379
telemagenta #CF3476
temptress #3C2126
tenné #CD5700
terraCotta #E2725B
thistle #D8BFD8
thistleCrayola #EBB0D7
thulianPink #DE6FA1
tickleMePink #FC89AC
tiffanyBlue #0ABAB5
tigersEye #E08D3C
timberwolf #DBD7D2
titanium #878681
titaniumYellow #EEE600
tomato #FF6347
tomatoSauce #B21807
toolbox #746CC0
tooth #FFFAFA
topaz #FFC87C
tractorRed #FD0E35
trolleyGrey #808080
tropicalRainForest #00755E
tropicalViolet #CDA4DE
trueBlue #0073CF
tuftsBlue #3E8EDE
tulip #FF878D
tumbleweed #DEAA88
turkishRose #B57281
turquoise #40E0D0
turquoiseBlue #00FFEF
turquoiseGreen #A0D6B4
turquoiseSurf #00C5CD
turtleGreen #8A9A5B
tuscan #FAD6A5
tuscanBrown #6F4E37
tuscanRed #7C4848
tuscanTan #A67B5B
tuscany #C09999
twilightLavender #8A496B
twitterBlue #26A7DE
tyrianPurple #66023C
ultramarine #3F00FF
ultramarineBlue #4166F5
ultramarineBlueCaranDAche #2111EF
ultraPink #FF6FFF
ultraRed #FC6C85
umber #635147
unbleachedSilk #FFDDCA
unitedNationsBlue #5B92E5
unmellowYellow #FFFF66
uPMaroon #7B1113
upsdellRed #AE2029
urobilin #E1AD21
vampireBlack #080808
vanDykeBrown #664228
vanilla #F3E5AB
vanillaIce #F38FA9
vegasGold #C5B358
venetianRed #C80815
verdigris #43B3AE
vermilion #D9381E
vermilion #E34234
veronica #A020F0
verseGreen #18880d
